Customer_ID,Gender,Category,Previous_Purchases,Review_Rating,Size,Season,Location,Subscription_Status,Frequency_of_Purchases,Payment_Method,Shipping_Type,Color,Discount_Applied,Preferred_Payment_Method,Promo_Code_Used,Item_Purchased,Cluster,Silhouette,Age,Purchase_Amount_USD
1680,Male,Clothing,24,4.5,S,Fall,Massachusetts,No,Bi-Weekly,PayPal,Next Day Air,Black,No,Debit Card,No,Dress,C3,0.592738,60,52
1681,Male,Footwear,6,3.4,M,Summer,Louisiana,No,Annually,Credit Card,Store Pickup,Olive,No,Credit Card,No,Shoes,C3,0.666721,61,37
1682,Male,Footwear,14,3.7,L,Winter,Virginia,No,Bi-Weekly,Cash,2-Day Shipping,Green,No,Credit Card,No,Sneakers,C2,0.583422,24,95
1683,Male,Clothing,37,4.9,M,Fall,New York,No,Bi-Weekly,Venmo,2-Day Shipping,Yellow,No,Credit Card,No,Socks,C1,0.667224,65,97
1684,Male,Outerwear,37,3.5,S,Spring,Arkansas,No,Quarterly,Debit Card,Next Day Air,Lavender,No,Venmo,No,Coat,C2,0.662176,23,57
1685,Male,Clothing,28,4.6,M,Spring,New Mexico,No,Weekly,Cash,Standard,Indigo,No,PayPal,No,Shirt,C2,0.548508,30,93
1686,Male,Clothing,43,4.6,M,Winter,Minnesota,No,Bi-Weekly,Venmo,Standard,Pink,No,PayPal,No,Blouse,C2,0.595704,33,48
1687,Male,Accessories,25,4.2,L,Fall,Illinois,No,Annually,Credit Card,Store Pickup,Red,No,Cash,No,Gloves,C2,0.648298,22,75
1688,Male,Clothing,4,3.7,S,Winter,Georgia,No,Annually,Venmo,Free Shipping,Magenta,No,PayPal,No,Skirt,C1,0.609533,67,70
1689,Male,Accessories,13,3.0,S,Winter,Mississippi,No,Fortnightly,Credit Card,Next Day Air,Peach,No,Venmo,No,Handbag,C2,0.53598,28,26
1690,Male,Clothing,32,4.6,L,Winter,North Carolina,No,Monthly,Credit Card,Store Pickup,Turquoise,No,Bank Transfer,No,Shirt,C2,0.614212,32,73
1691,Male,Outerwear,1,3.2,M,Summer,Nevada,No,Annually,Cash,Free Shipping,Black,No,Cash,No,Coat,C3,0.606969,40,30
1692,Male,Footwear,4,3.5,L,Summer,Connecticut,No,Annually,Credit Card,Next Day Air,Blue,No,Cash,No,Shoes,C1,0.532842,64,61
1693,Male,Accessories,33,2.6,M,Winter,Utah,No,Bi-Weekly,Debit Card,Standard,Beige,No,Cash,No,Handbag,C1,0.659991,56,75
1694,Male,Outerwear,45,4.9,XL,Fall,Tennessee,No,Fortnightly,Venmo,Standard,Olive,No,Bank Transfer,No,Jacket,C1,0.67361,63,88
1695,Male,Clothing,20,2.7,M,Summer,Mississippi,No,Fortnightly,Credit Card,Express,Turquoise,No,Debit Card,No,Shirt,C2,0.660927,20,67
1696,Male,Accessories,1,4.7,S,Fall,Nebraska,No,Fortnightly,Venmo,2-Day Shipping,Yellow,No,PayPal,No,Hat,C1,0.676291,54,95
1697,Male,Accessories,7,4.0,S,Spring,West Virginia,No,Bi-Weekly,Bank Transfer,Free Shipping,Turquoise,No,Credit Card,No,Sunglasses,C2,0.633938,31,69
1698,Male,Clothing,48,3.5,L,Fall,South Carolina,No,Every 3 Months,Venmo,Next Day Air,Lavender,No,Credit Card,No,Shirt,C2,0.486606,36,87
1699,Male,Accessories,46,4.8,XL,Winter,Iowa,No,Quarterly,Credit Card,Standard,Turquoise,No,Bank Transfer,No,Belt,C2,0.620463,25,41
1700,Male,Clothing,34,4.0,L,Spring,North Dakota,No,Annually,Bank Transfer,Free Shipping,Teal,No,Debit Card,No,Sweater,C2,0.660927,20,67
1701,Male,Clothing,36,4.1,L,Fall,West Virginia,No,Monthly,Credit Card,Express,Black,No,Bank Transfer,No,Hoodie,C1,0.624724,62,70
1702,Male,Accessories,44,3.8,XL,Winter,Mississippi,No,Every 3 Months,PayPal,Next Day Air,Blue,No,Debit Card,No,Handbag,C3,0.626374,69,41
1703,Male,Clothing,48,5.0,XL,Summer,Alabama,No,Weekly,Debit Card,Express,Yellow,No,Bank Transfer,No,Jeans,C1,0.680514,54,83
1704,Male,Accessories,12,4.0,M,Spring,California,No,Annually,Venmo,Next Day Air,Black,No,Bank Transfer,No,Backpack,C3,0.603452,39,22
1705,Male,Footwear,19,3.9,M,Summer,Idaho,No,Every 3 Months,Bank Transfer,Store Pickup,Lavender,No,Cash,No,Sneakers,C3,0.673901,56,20
1706,Male,Accessories,49,3.4,L,Summer,South Dakota,No,Bi-Weekly,Venmo,2-Day Shipping,Cyan,No,Venmo,No,Jewelry,C3,0.59746,39,29
1707,Male,Accessories,25,3.0,M,Spring,North Dakota,No,Fortnightly,Credit Card,Standard,Brown,No,Venmo,No,Sunglasses,C1,0.531541,37,87
1708,Male,Clothing,25,4.9,L,Fall,Nevada,No,Bi-Weekly,Credit Card,2-Day Shipping,Maroon,No,Cash,No,Shorts,C2,0.627714,25,81
1709,Male,Footwear,1,3.2,L,Spring,Florida,No,Quarterly,Bank Transfer,Express,Cyan,No,Credit Card,No,Boots,C2,0.616798,35,58
1710,Male,Clothing,19,3.8,M,Winter,Indiana,No,Annually,Venmo,Standard,Pink,No,Bank Transfer,No,Skirt,C1,0.633288,45,83
1711,Male,Clothing,7,3.8,XL,Fall,Arkansas,No,Quarterly,Debit Card,Store Pickup,Orange,No,Credit Card,No,Pants,C2,0.66278,19,59
1712,Male,Clothing,19,4.7,M,Spring,North Carolina,No,Monthly,Debit Card,Express,Lavender,No,Credit Card,No,T-shirt,C2,0.600403,21,93
1713,Male,Clothing,9,3.8,S,Fall,Illinois,No,Fortnightly,Debit Card,2-Day Shipping,Beige,No,Cash,No,T-shirt,C1,0.667591,65,87
1714,Male,Outerwear,37,4.6,M,Winter,Missouri,No,Quarterly,Venmo,Free Shipping,Pink,No,PayPal,No,Jacket,C3,0.663124,49,22
1715,Male,Clothing,15,4.4,S,Summer,South Dakota,No,Monthly,Bank Transfer,Standard,Charcoal,No,Cash,No,Jeans,C2,0.634776,30,71
1716,Male,Clothing,30,3.4,XL,Spring,Idaho,No,Bi-Weekly,PayPal,2-Day Shipping,Gray,No,PayPal,No,Dress,C2,0.658423,23,69
1717,Male,Clothing,30,4.7,M,Winter,Connecticut,No,Every 3 Months,Venmo,Standard,Cyan,No,Cash,No,Blouse,C3,0.599358,69,47
1718,Male,Clothing,16,2.9,L,Summer,Hawaii,No,Bi-Weekly,Cash,Express,Orange,No,Debit Card,No,Hoodie,C2,0.633461,29,50
1719,Male,Clothing,14,3.4,L,Winter,Maryland,No,Every 3 Months,Cash,2-Day Shipping,Pink,No,PayPal,No,T-shirt,C1,0.674864,54,96
1720,Male,Clothing,8,3.2,M,Winter,Maryland,No,Quarterly,Venmo,Free Shipping,White,No,Venmo,No,Sweater,C3,0.638149,45,39
1721,Male,Clothing,40,2.8,S,Winter,Massachusetts,No,Bi-Weekly,Cash,Express,Beige,No,Debit Card,No,Shorts,C2,0.618191,25,84
1722,Male,Accessories,24,4.3,S,Spring,Delaware,No,Monthly,Venmo,Free Shipping,Magenta,No,Credit Card,No,Jewelry,C3,0.533944,34,28
1723,Male,Clothing,14,3.3,L,Summer,Massachusetts,No,Fortnightly,Cash,Standard,Violet,No,Cash,No,T-shirt,C3,0.598927,46,51
1724,Male,Accessories,39,3.3,XL,Spring,New York,No,Annually,Bank Transfer,Standard,Gold,No,PayPal,No,Scarf,C3,0.646471,70,20
1725,Male,Footwear,21,3.3,S,Winter,Delaware,No,Weekly,PayPal,Free Shipping,Teal,No,PayPal,No,Shoes,C1,0.548698,42,72
1726,Male,Accessories,32,3.0,M,Spring,Massachusetts,No,Quarterly,Cash,Next Day Air,Indigo,No,Venmo,No,Sunglasses,C3,0.64821,45,33
1727,Male,Outerwear,45,2.8,S,Summer,Indiana,No,Weekly,Credit Card,Express,Olive,No,Debit Card,No,Coat,C3,0.680284,57,28
1728,Male,Clothing,19,4.0,S,Spring,Virginia,No,Monthly,Credit Card,Express,Violet,No,PayPal,No,Blouse,C3,0.590045,49,53
1729,Male,Clothing,1,4.3,L,Fall,Wyoming,No,Every 3 Months,Debit Card,Express,Black,No,Debit Card,No,Jeans,C2,0.645332,23,48
1730,Male,Clothing,12,3.8,M,Winter,Illinois,No,Fortnightly,Venmo,Store Pickup,Brown,No,Venmo,No,Shorts,C3,0.654245,47,21
1731,Male,Clothing,26,4.2,S,Fall,Alabama,No,Weekly,Cash,Free Shipping,Silver,No,Credit Card,No,Shirt,C2,0.555689,23,22
1732,Male,Accessories,12,3.1,M,Fall,Idaho,No,Monthly,Debit Card,Next Day Air,Gray,No,Cash,No,Backpack,C2,0.618917,21,87
1733,Male,Accessories,36,2.6,S,Winter,Rhode Island,No,Every 3 Months,Cash,Free Shipping,Charcoal,No,Cash,No,Belt,C3,0.592271,45,50
1734,Male,Clothing,22,3.4,L,Summer,New York,No,Annually,Bank Transfer,Express,Black,No,Credit Card,No,Blouse,C1,0.659005,67,85
1735,Male,Clothing,16,3.1,L,Spring,Missouri,No,Quarterly,Credit Card,Next Day Air,Brown,No,PayPal,No,Jeans,C2,0.516763,31,98
1736,Male,Clothing,31,3.6,M,Winter,Texas,No,Annually,Debit Card,Express,Purple,No,Venmo,No,Dress,C3,0.676942,58,34
1737,Male,Clothing,43,2.6,M,Summer,Tennessee,No,Quarterly,Cash,2-Day Shipping,Purple,No,Cash,No,Shorts,C1,0.533593,57,61
1738,Male,Accessories,50,4.2,L,Summer,Ohio,No,Bi-Weekly,Bank Transfer,Store Pickup,Gray,No,Venmo,No,Jewelry,C1,0.612481,42,98
1739,Male,Accessories,37,2.9,M,Spring,Tennessee,No,Weekly,PayPal,2-Day Shipping,Green,No,Credit Card,No,Handbag,C1,0.534268,60,61
1740,Male,Accessories,23,4.2,L,Winter,Minnesota,No,Weekly,Credit Card,Express,Silver,No,Cash,No,Jewelry,C2,0.583879,21,98
1741,Male,Clothing,10,3.3,L,Fall,Wisconsin,No,Every 3 Months,Cash,Next Day Air,Charcoal,No,Bank Transfer,No,Pants,C3,0.650005,69,21
1742,Male,Clothing,20,3.6,XL,Winter,Delaware,No,Monthly,Venmo,Next Day Air,Teal,No,Bank Transfer,No,Pants,C2,0.482147,41,51
1743,Male,Footwear,18,4.3,XL,Spring,Kansas,No,Every 3 Months,Credit Card,Express,White,No,Venmo,No,Sandals,C1,0.670461,51,80
1744,Male,Clothing,3,3.3,XL,Winter,Missouri,No,Weekly,Debit Card,Standard,Brown,No,Bank Transfer,No,Skirt,C2,0.653423,23,72
1745,Male,Accessories,23,3.0,L,Winter,Michigan,No,Weekly,PayPal,Standard,Teal,No,PayPal,No,Sunglasses,C1,0.563106,57,63
1746,Male,Clothing,27,3.6,L,Winter,West Virginia,No,Weekly,Credit Card,Store Pickup,Red,No,Cash,No,Skirt,C3,0.610567,40,27
1747,Male,Accessories,44,3.1,L,Summer,Alabama,No,Fortnightly,Bank Transfer,Store Pickup,Brown,No,Bank Transfer,No,Handbag,C3,0.63175,65,44
1748,Male,Outerwear,41,2.9,M,Winter,New Hampshire,No,Quarterly,Cash,Express,Yellow,No,Venmo,No,Coat,C3,0.671772,61,23
1749,Male,Clothing,41,3.9,L,Winter,Montana,No,Annually,Bank Transfer,2-Day Shipping,Teal,No,Bank Transfer,No,Skirt,C2,0.494671,34,93
1750,Male,Clothing,36,3.2,L,Fall,Wyoming,No,Every 3 Months,Credit Card,2-Day Shipping,Pink,No,Debit Card,No,Hoodie,C1,0.555189,43,70
1751,Male,Accessories,38,3.1,M,Fall,Missouri,No,Every 3 Months,Credit Card,Express,White,No,Venmo,No,Sunglasses,C2,0.573805,31,85
1752,Male,Clothing,34,3.2,M,Winter,Ohio,No,Annually,PayPal,2-Day Shipping,Silver,No,Cash,No,Sweater,C3,0.667832,57,40
1753,Male,Footwear,14,3.3,L,Winter,South Dakota,No,Quarterly,Debit Card,Store Pickup,Blue,No,Venmo,No,Boots,C3,0.529835,34,29
1754,Male,Clothing,23,4.8,L,Fall,Colorado,No,Fortnightly,Venmo,Next Day Air,Black,No,Credit Card,No,Skirt,C2,0.564403,25,27
1755,Male,Clothing,18,3.8,S,Fall,Massachusetts,No,Fortnightly,Debit Card,2-Day Shipping,Beige,No,Credit Card,No,Dress,C1,0.666212,66,93
1756,Male,Accessories,45,4.6,XL,Spring,Delaware,No,Monthly,Cash,Next Day Air,Charcoal,No,Cash,No,Belt,C3,0.673901,56,20
1757,Male,Accessories,14,2.8,S,Fall,New Hampshire,No,Weekly,PayPal,Free Shipping,Cyan,No,Bank Transfer,No,Jewelry,C3,0.566864,49,55
1758,Male,Clothing,48,3.6,L,Fall,Michigan,No,Annually,Bank Transfer,Standard,Yellow,No,Debit Card,No,Dress,C2,0.601197,19,94
1759,Male,Accessories,17,4.3,M,Winter,Pennsylvania,No,Bi-Weekly,Debit Card,Free Shipping,Silver,No,Venmo,No,Hat,C2,0.655378,27,56
1760,Male,Clothing,1,4.0,L,Spring,Louisiana,No,Weekly,Venmo,Next Day Air,Green,No,PayPal,No,Sweater,C3,0.505785,68,58
1761,Male,Clothing,39,3.5,XL,Spring,Minnesota,No,Weekly,Credit Card,Standard,Peach,No,PayPal,No,Skirt,C2,0.637979,20,44
1762,Male,Clothing,24,4.9,S,Fall,Hawaii,No,Weekly,PayPal,2-Day Shipping,Green,No,Cash,No,Hoodie,C2,0.593873,21,95
1763,Male,Footwear,41,3.1,M,Summer,Idaho,No,Fortnightly,Credit Card,Express,Brown,No,Bank Transfer,No,Sandals,C2,0.51411,36,42
1764,Male,Accessories,28,3.9,M,Winter,Vermont,No,Annually,Venmo,Store Pickup,Lavender,No,PayPal,No,Jewelry,C1,0.55156,37,93
1765,Male,Clothing,34,3.0,M,Summer,Delaware,No,Quarterly,PayPal,Store Pickup,Charcoal,No,Venmo,No,Dress,C3,0.542866,61,56
1766,Male,Clothing,41,4.1,M,Spring,New Mexico,No,Quarterly,Bank Transfer,2-Day Shipping,Orange,No,Venmo,No,Hoodie,C1,0.658278,68,88
1767,Male,Clothing,27,4.3,S,Winter,Alaska,No,Bi-Weekly,Venmo,2-Day Shipping,Cyan,No,Cash,No,Sweater,C3,0.570748,60,54
1768,Male,Accessories,46,3.8,L,Fall,Minnesota,No,Fortnightly,PayPal,2-Day Shipping,Lavender,No,Debit Card,No,Jewelry,C1,0.655313,69,89
1769,Male,Footwear,2,3.9,M,Summer,Nebraska,No,Every 3 Months,Venmo,2-Day Shipping,Indigo,No,PayPal,No,Sandals,C2,0.633433,25,45
1770,Male,Clothing,45,4.3,L,Winter,Alaska,No,Monthly,Credit Card,Free Shipping,Brown,No,Cash,No,Socks,C2,0.606791,32,75
1771,Male,Accessories,34,4.3,M,Fall,Michigan,No,Weekly,Credit Card,Express,Pink,No,Bank Transfer,No,Backpack,C3,0.67317,53,22
1772,Male,Clothing,9,4.7,XL,Fall,Indiana,No,Annually,Credit Card,Store Pickup,Turquoise,No,Credit Card,No,Shirt,C1,0.640849,46,82
1773,Male,Footwear,1,3.1,M,Summer,Hawaii,No,Annually,PayPal,2-Day Shipping,Gold,No,Bank Transfer,No,Shoes,C3,0.676942,58,34
1774,Male,Outerwear,17,2.7,M,Summer,West Virginia,No,Annually,Cash,Free Shipping,Blue,No,PayPal,No,Coat,C2,0.603616,21,92
1775,Male,Clothing,6,3.7,M,Spring,New York,No,Weekly,Bank Transfer,Express,Lavender,No,PayPal,No,Sweater,C1,0.632179,46,78
1776,Male,Outerwear,12,3.3,M,Spring,Iowa,No,Bi-Weekly,Bank Transfer,2-Day Shipping,Violet,No,Cash,No,Jacket,C2,0.644254,18,47
1777,Male,Outerwear,10,3.4,L,Summer,Arizona,No,Every 3 Months,Bank Transfer,Free Shipping,Cyan,No,Venmo,No,Jacket,C1,0.575988,56,64
1778,Male,Footwear,4,4.7,L,Winter,Minnesota,No,Fortnightly,Cash,Free Shipping,Purple,No,Cash,No,Sneakers,C2,0.637994,18,44
1779,Male,Accessories,8,4.9,M,Winter,Texas,No,Bi-Weekly,Debit Card,Store Pickup,Red,No,Debit Card,No,Belt,C1,0.661963,49,94
1780,Male,Accessories,41,4.3,M,Winter,Virginia,No,Weekly,Bank Transfer,Free Shipping,Charcoal,No,Venmo,No,Scarf,C2,0.656141,29,62
1781,Male,Accessories,49,4.2,S,Summer,North Dakota,No,Weekly,Cash,Next Day Air,Gray,No,Credit Card,No,Jewelry,C1,0.652457,67,81
1782,Male,Clothing,49,3.7,M,Fall,Iowa,No,Quarterly,PayPal,Express,Pink,No,Bank Transfer,No,T-shirt,C2,0.537145,31,33
1783,Male,Clothing,40,2.7,M,Fall,Utah,No,Fortnightly,Credit Card,Next Day Air,Lavender,No,Bank Transfer,No,Pants,C1,0.677493,52,88
1784,Male,Accessories,30,3.3,L,Winter,Ohio,No,Monthly,Cash,Free Shipping,Lavender,No,Credit Card,No,Handbag,C3,0.552352,42,49
1785,Male,Accessories,4,4.8,L,Summer,Louisiana,No,Quarterly,Cash,Standard,Yellow,No,Debit Card,No,Backpack,C2,0.511672,32,31
1786,Male,Accessories,22,4.1,S,Fall,Iowa,No,Monthly,Bank Transfer,Next Day Air,Peach,No,Venmo,No,Gloves,C3,0.661214,47,29
1787,Male,Outerwear,22,4.6,M,Spring,Maryland,No,Monthly,Debit Card,2-Day Shipping,Brown,No,Venmo,No,Jacket,C3,0.647188,45,34
1788,Male,Clothing,10,4.9,L,Fall,Montana,No,Quarterly,Bank Transfer,2-Day Shipping,Gold,No,Bank Transfer,No,Sweater,C2,0.621975,20,38
1789,Male,Clothing,23,3.1,L,Summer,Illinois,No,Bi-Weekly,PayPal,Store Pickup,Pink,No,Cash,No,Blouse,C3,0.639488,66,41
1790,Male,Clothing,43,3.0,L,Spring,Arizona,No,Quarterly,PayPal,2-Day Shipping,Peach,No,Debit Card,No,Blouse,C3,0.679745,52,34
1791,Male,Accessories,31,3.7,S,Summer,North Carolina,No,Bi-Weekly,Credit Card,Store Pickup,Violet,No,PayPal,No,Gloves,C3,0.671079,50,26
1792,Male,Clothing,38,4.0,S,Winter,Montana,No,Annually,Debit Card,Store Pickup,Purple,No,Cash,No,Jeans,C1,0.672696,62,98
1793,Male,Footwear,22,3.0,M,Fall,Iowa,No,Every 3 Months,Bank Transfer,Express,Peach,No,Debit Card,No,Sneakers,C2,0.587862,38,59
1794,Male,Accessories,45,3.8,S,Fall,Iowa,No,Every 3 Months,Debit Card,Store Pickup,White,No,Cash,No,Hat,C1,0.669083,65,92
1795,Male,Accessories,21,3.7,L,Spring,Ohio,No,Fortnightly,Bank Transfer,Express,Indigo,No,Debit Card,No,Backpack,C3,0.662295,60,40
1796,Male,Clothing,9,4.0,S,Fall,Wisconsin,No,Fortnightly,Debit Card,2-Day Shipping,Violet,No,Debit Card,No,Jeans,C3,0.652661,68,20
1797,Male,Clothing,34,3.1,S,Spring,South Carolina,No,Weekly,Debit Card,Store Pickup,Brown,No,Venmo,No,Skirt,C3,0.667265,62,35
1798,Male,Accessories,26,3.9,L,Spring,Oregon,No,Weekly,PayPal,2-Day Shipping,Maroon,No,Venmo,No,Belt,C3,0.667265,62,35
1799,Male,Clothing,1,3.7,L,Winter,North Dakota,No,Weekly,Credit Card,Express,Magenta,No,Cash,No,Dress,C1,0.564069,40,82
1800,Male,Clothing,47,3.9,M,Fall,California,No,Weekly,Debit Card,Express,Charcoal,No,Venmo,No,Hoodie,C2,0.605483,32,48
1801,Male,Outerwear,30,2.7,XL,Winter,Mississippi,No,Weekly,Cash,Express,Indigo,No,Credit Card,No,Coat,C2,0.663536,22,58
1802,Male,Clothing,48,3.9,M,Spring,New Jersey,No,Fortnightly,Credit Card,Express,Turquoise,No,Debit Card,No,Sweater,C2,0.630044,33,57
1803,Male,Clothing,31,2.6,L,Winter,Rhode Island,No,Bi-Weekly,Bank Transfer,Store Pickup,Turquoise,No,Venmo,No,Shorts,C1,0.678732,57,96
1804,Male,Footwear,33,3.5,S,Summer,New Hampshire,No,Fortnightly,PayPal,Free Shipping,Gray,No,Venmo,No,Sneakers,C1,0.676698,60,97
1805,Male,Clothing,39,4.4,L,Winter,Louisiana,No,Weekly,Debit Card,Next Day Air,Peach,No,Credit Card,No,Sweater,C2,0.595629,30,42
1806,Male,Clothing,46,4.9,L,Spring,Arizona,No,Weekly,Venmo,Store Pickup,Gold,No,Debit Card,No,T-shirt,C2,0.538666,41,62
1807,Male,Accessories,24,3.9,M,Fall,Rhode Island,No,Annually,Credit Card,Standard,Green,No,Venmo,No,Handbag,C1,0.607814,58,67
1808,Male,Footwear,37,3.5,L,Summer,Vermont,No,Fortnightly,PayPal,Standard,Gold,No,Venmo,No,Sneakers,C2,0.57334,34,46
1809,Male,Outerwear,7,4.3,M,Spring,Tennessee,No,Monthly,Credit Card,Next Day Air,Lavender,No,Debit Card,No,Jacket,C1,0.615432,67,71
1810,Male,Accessories,6,3.4,S,Fall,Alaska,No,Fortnightly,Credit Card,Free Shipping,Blue,No,Debit Card,No,Backpack,C1,0.674692,58,99
1811,Male,Clothing,16,2.7,M,Fall,Maryland,No,Bi-Weekly,Credit Card,Standard,Magenta,No,Cash,No,Jeans,C3,0.619329,41,28
1812,Male,Accessories,33,3.6,L,Summer,Wisconsin,No,Annually,Bank Transfer,Standard,Blue,No,Bank Transfer,No,Belt,C1,0.576141,42,77
1813,Male,Footwear,18,4.9,S,Summer,Nevada,No,Bi-Weekly,Venmo,Express,Blue,No,PayPal,No,Boots,C1,0.556383,50,63
1814,Male,Clothing,24,3.5,M,Spring,Illinois,No,Weekly,Credit Card,Free Shipping,Olive,No,PayPal,No,Shorts,C2,0.556201,40,62
1815,Male,Clothing,24,3.8,M,Summer,Montana,No,Quarterly,Debit Card,Free Shipping,White,No,Cash,No,Jeans,C2,0.529165,32,92
1816,Male,Footwear,48,4.5,L,Winter,New Mexico,No,Every 3 Months,Venmo,2-Day Shipping,White,No,Credit Card,No,Shoes,C1,0.642227,51,72
1817,Male,Accessories,4,4.0,M,Summer,Virginia,No,Weekly,Venmo,Express,Purple,No,Cash,No,Hat,C2,0.630429,26,79
1818,Male,Clothing,20,4.7,M,Summer,Delaware,No,Weekly,Credit Card,Free Shipping,White,No,Cash,No,T-shirt,C3,0.5088,32,27
1819,Male,Accessories,47,3.8,M,Fall,North Carolina,No,Every 3 Months,Credit Card,Express,White,No,Debit Card,No,Sunglasses,C3,0.668862,58,39
1820,Male,Clothing,50,4.5,S,Spring,Nevada,No,Quarterly,Cash,Next Day Air,Peach,No,Cash,No,Socks,C1,0.674262,51,86
1821,Male,Clothing,31,5.0,XL,Fall,Washington,No,Monthly,PayPal,Express,Gold,No,PayPal,No,Shirt,C2,0.601197,19,94
1822,Male,Clothing,29,2.8,M,Spring,Maine,No,Quarterly,Credit Card,Express,Teal,No,PayPal,No,Shorts,C3,0.58789,57,53
1823,Male,Clothing,4,4.4,S,Summer,Connecticut,No,Annually,Cash,Standard,Cyan,No,Cash,No,Shirt,C1,0.66253,66,85
1824,Male,Clothing,40,4.7,L,Fall,Louisiana,No,Bi-Weekly,Cash,Free Shipping,Pink,No,Bank Transfer,No,Socks,C3,0.605458,62,50
1825,Male,Clothing,31,3.8,XL,Winter,Illinois,No,Monthly,Credit Card,Express,Magenta,No,Cash,No,Pants,C3,0.636722,58,47
1826,Male,Footwear,41,4.9,M,Winter,South Dakota,No,Weekly,Bank Transfer,Next Day Air,Pink,No,Credit Card,No,Boots,C2,0.647431,23,75
1827,Male,Clothing,44,4.2,M,Winter,Indiana,No,Annually,PayPal,Express,Turquoise,No,Debit Card,No,T-shirt,C1,0.504262,45,60
1828,Male,Clothing,31,4.9,S,Spring,Vermont,No,Weekly,Cash,2-Day Shipping,Pink,No,Bank Transfer,No,T-shirt,C2,0.616006,20,36
1829,Male,Outerwear,45,3.9,L,Spring,New Hampshire,No,Every 3 Months,Debit Card,Express,Gray,No,Cash,No,Coat,C2,0.573931,33,80
1830,Male,Accessories,50,4.9,M,Spring,Oregon,No,Quarterly,Venmo,2-Day Shipping,White,No,Credit Card,No,Hat,C2,0.535887,30,96
1831,Male,Accessories,7,4.8,M,Winter,Kansas,No,Annually,Credit Card,Express,Blue,No,Venmo,No,Sunglasses,C1,0.66566,50,80
1832,Male,Clothing,5,3.3,M,Summer,Maine,No,Every 3 Months,Bank Transfer,Free Shipping,Cyan,No,Bank Transfer,No,Blouse,C1,0.631037,62,71
1833,Male,Accessories,48,4.6,M,Fall,Louisiana,No,Monthly,Debit Card,Free Shipping,Blue,No,Cash,No,Jewelry,C3,0.64893,69,29
1834,Male,Accessories,19,4.5,M,Spring,Louisiana,No,Fortnightly,Bank Transfer,2-Day Shipping,Yellow,No,PayPal,No,Jewelry,C2,0.607917,34,53
1835,Male,Clothing,39,4.1,M,Summer,Indiana,No,Fortnightly,Venmo,2-Day Shipping,Charcoal,No,Venmo,No,Skirt,C3,0.669219,49,35
1836,Male,Accessories,45,3.2,M,Fall,Kentucky,No,Quarterly,Cash,2-Day Shipping,Lavender,No,Credit Card,No,Scarf,C1,0.641804,65,75
1837,Male,Clothing,35,4.2,M,Fall,South Carolina,No,Monthly,Cash,2-Day Shipping,Teal,No,Credit Card,No,Pants,C3,0.574997,66,52
1838,Male,Accessories,8,4.8,M,Winter,Montana,No,Monthly,PayPal,Free Shipping,Beige,No,Venmo,No,Hat,C1,0.558487,41,77
1839,Male,Accessories,11,4.1,L,Fall,Vermont,No,Quarterly,Credit Card,Next Day Air,Blue,No,Credit Card,No,Gloves,C3,0.582254,37,24
1840,Male,Clothing,32,3.7,XL,Winter,Mississippi,No,Annually,Venmo,Store Pickup,Purple,No,Cash,No,Shirt,C2,0.59458,32,78
1841,Male,Footwear,46,2.6,M,Winter,Wyoming,No,Every 3 Months,Cash,Store Pickup,Gold,No,Bank Transfer,No,Sandals,C1,0.612481,42,98
1842,Male,Clothing,7,3.0,L,Winter,Vermont,No,Every 3 Months,Debit Card,Standard,Blue,No,PayPal,No,Socks,C2,0.642371,31,57
1843,Male,Accessories,1,4.4,M,Summer,Alabama,No,Annually,Bank Transfer,Express,Black,No,Debit Card,No,Handbag,C1,0.663467,61,78
1844,Male,Outerwear,32,4.7,M,Fall,Kentucky,No,Monthly,Bank Transfer,Next Day Air,Charcoal,No,Credit Card,No,Jacket,C2,0.54978,36,76
1845,Male,Clothing,31,2.7,M,Spring,South Dakota,No,Annually,Venmo,2-Day Shipping,Purple,No,Credit Card,No,Shorts,C3,0.675296,60,26
1846,Male,Footwear,39,2.8,M,Winter,Delaware,No,Quarterly,Debit Card,2-Day Shipping,Orange,No,Bank Transfer,No,Sandals,C1,0.66763,51,78
1847,Male,Accessories,9,2.9,M,Summer,Wisconsin,No,Quarterly,Debit Card,Standard,Yellow,No,Venmo,No,Scarf,C3,0.559371,68,53
1848,Male,Footwear,49,4.4,XL,Summer,Arizona,No,Weekly,Debit Card,Free Shipping,Cyan,No,Credit Card,No,Sandals,C1,0.638772,46,100
1849,Male,Clothing,34,2.7,XL,Winter,Maine,No,Every 3 Months,Credit Card,Express,Yellow,No,Cash,No,Jeans,C2,0.651996,19,73
1850,Male,Clothing,35,4.5,M,Winter,New Mexico,No,Monthly,Credit Card,Store Pickup,Maroon,No,Bank Transfer,No,Skirt,C2,0.585966,30,40
1851,Male,Accessories,50,2.8,S,Winter,Wyoming,No,Weekly,Credit Card,Store Pickup,Black,No,Debit Card,No,Gloves,C1,0.661051,51,76
1852,Male,Clothing,4,3.1,S,Fall,Delaware,No,Fortnightly,Venmo,Free Shipping,Lavender,No,Bank Transfer,No,Skirt,C2,0.618093,28,80
1853,Male,Clothing,32,3.8,XL,Winter,Pennsylvania,No,Weekly,Cash,Store Pickup,Violet,No,Cash,No,Sweater,C1,0.572719,41,80
